county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Mariposa,01/07/2021,0,0,0,14,0,0,0
Amador,08/06/2021,2,0,2,53,2,0,2
Lassen,30/10/2020,0,0,0,25,0,0,0
Madera,12/07/2020,27,8,35,340,3,0,27
Yolo,06/07/2021,3,0,3,127,1,0,4
Santa Barbara,21/08/2021,74,1,75,614,15,0,22
San Luis Obispo,05/10/2020,3,0,3,451,0,0,28
Santa Cruz,15/10/2020,15,0,15,389,5,0,14
San Mateo,30/06/2020,40,7,47,1089,18,1,49
San Mateo,07/07/2020,53,7,60,1052,11,2,66
San Bernardino,26/06/2020,349,97,446,4821,122,11,115
Contra Costa,16/07/2021,53,8,61,1289,15,1,43
Napa,21/11/2020,6,0,6,506,2,0,25
Santa Clara,25/10/2020,85,29,114,2959,16,3,93
Kings,05/11/2020,14,0,14,193,2,0,15
Imperial,25/06/2020,76,1,77,237,16,0,6
Riverside,17/04/2021,82,24,106,3246,16,3,104
Inyo,27/05/2020,0,0,0,42,0,0,4
Amador,24/07/2020,0,0,0,51,0,0,1
Inyo,08/08/2021,1,0,1,29,0,0,2
Modoc,14/02/2021,2,0,2,12,0,0,0
Modoc,25/07/2020,0,0,0,37,0,0,0
Ventura,06/04/2021,40,10,50,1139,4,5,46
Kings,25/07/2020,84,1,85,199,9,1,3
Santa Cruz,24/03/2021,3,0,3,372,1,0,8
Del Norte,31/01/2021,0,0,0,51,0,0,2
Tulare,15/08/2021,103,1,104,645,14,0,13
Yolo,16/03/2021,2,0,2,125,1,0,4
Sonoma,05/05/2021,7,4,11,683,4,1,21
Trinity,19/06/2020,0,4,4,54,0,0,
San Diego,28/12/2020,1504,56,1560,6722,396,3,176
Ventura,27/08/2020,78,24,102,1321,35,6,40
San Benito,14/02/2021,13,0,13,25,4,0,0
Trinity,08/08/2021,0,0,0,25,0,0,0
Plumas,10/01/2021,0,0,0,35,0,0,0
Marin,16/12/2020,35,3,38,349,10,0,5
Shasta,02/04/2021,8,0,8,567,1,0,21
Sonoma,09/04/2021,4,0,4,642,0,0,18
Marin,25/09/2020,5,2,7,319,4,0,12
San Joaquin,26/09/2021,201,8,209,951,76,1,6
Merced,13/09/2021,57,1,58,271,11,0,4
Kings,01/09/2020,38,0,38,193,9,0,2
Calaveras,11/04/2021,0,0,0,33,0,0,5
Butte,31/08/2021,96,0,96,461,7,0,3
San Mateo,02/04/2020,62,40,,,26,4,26
Merced,01/07/2020,17,9,26,242,4,2,5
Los Angeles,17/07/2020,2216,660,2876,23968,571,73,1380
Kings,15/05/2021,3,0,3,105,0,0,2
Tuolumne,21/09/2021,15,0,15,72,2,0,3
Ventura,25/08/2021,144,4,148,1189,31,0,34
Tehama,22/08/2020,1,0,1,59,1,0,0
Fresno,03/11/2020,96,14,110,1677,29,3,20
Madera,30/05/2021,2,9,11,278,0,0,9
Riverside,22/02/2021,407,49,456,3215,112,8,48
Kings,09/09/2021,71,0,71,130,8,0,0
Butte,06/04/2020,1,15,,,1,5,9
San Diego,21/05/2021,129,17,146,6492,41,1,225
San Luis Obispo,30/01/2021,46,1,47,460,15,0,14
Shasta,23/06/2020,3,0,3,667,1,0,5
San Francisco,10/11/2020,35,4,39,1876,8,1,69
Shasta,27/07/2020,8,0,8,561,1,0,4
Sutter,02/05/2020,0,0,0,,0,0,
Lassen,31/08/2020,0,0,0,25,0,0,0
San Diego,05/01/2021,1585,61,1646,6746,383,8,218
Sonoma,11/10/2020,26,6,32,527,6,0,8
Siskiyou,27/04/2020,0,1,1,65,0,1,3
Fresno,07/07/2020,164,13,177,2090,38,0,71
Tuolumne,18/05/2020,0,0,0,151,0,0,1
Shasta,21/04/2021,8,0,8,567,3,0,13
Kings,12/11/2020,20,0,20,193,3,0,13
Monterey,28/09/2021,30,0,30,716,10,0,20
Sonoma,22/01/2021,100,5,105,649,22,0,16
El Dorado,02/07/2020,3,2,5,235,1,2,7
Madera,31/08/2021,31,3,34,278,7,0,6
Sutter,27/05/2020,0,0,0,14,0,0,
San Francisco,20/07/2020,95,10,105,2647,28,1,120
Sutter,05/04/2020,0,0,,,0,0,
San Luis Obispo,26/09/2021,31,1,32,438,3,0,18
Plumas,31/07/2021,0,0,0,35,0,0,0
Mono,01/04/2021,1,0,1,17,0,0,2
Monterey,04/10/2020,27,2,29,702,6,1,22
Calaveras,23/09/2021,3,0,3,33,2,0,2
Shasta,13/04/2021,6,0,6,567,1,0,17
Mariposa,27/04/2021,0,0,0,14,0,0,0
Sonoma,01/05/2021,8,1,9,670,3,0,19
Los Angeles,20/05/2021,330,99,429,19213,78,7,650
Tulare,07/04/2021,16,8,24,668,3,0,26
Shasta,22/06/2020,2,0,2,667,1,0,4
Santa Cruz,25/07/2020,17,22,39,255,4,2,12
San Mateo,05/12/2020,82,8,90,739,20,0,38
Riverside,28/04/2021,72,31,103,3295,18,8,100
Kings,31/07/2020,72,0,72,199,9,0,1
Humboldt,13/04/2021,6,4,10,273,2,2,6
Mendocino,25/04/2021,0,0,0,92,0,0,2
Alameda,14/09/2021,165,36,201,2498,58,4,100
Calaveras,29/01/2021,3,0,3,33,1,0,5
Alameda,03/10/2021,112,28,140,2429,36,2,98
Santa Clara,05/09/2020,124,17,141,2985,42,0,93
Madera,14/07/2021,7,2,9,278,2,1,7
Napa,30/05/2021,3,0,3,219,2,0,3
Lassen,24/09/2020,0,0,0,25,0,0,0
Merced,10/04/2020,0,2,,,0,1,4
San Bernardino,22/06/2021,76,6,82,3551,20,3,146
Yuba,05/01/2021,71,5,76,261,15,0,1
Santa Barbara,20/08/2021,68,2,70,614,14,0,21
San Bernardino,03/10/2020,170,54,224,3808,43,7,164
Humboldt,08/09/2020,3,1,4,269,1,1,3
Mariposa,25/10/2020,0,0,0,19,0,0,0
Mono,13/06/2021,0,0,0,17,0,0,2
Santa Barbara,07/04/2020,41,8,,,23,1,48
Amador,16/06/2021,0,0,0,53,0,0,0
Kings,26/07/2020,85,1,86,199,10,1,0
Yuba,22/08/2020,17,1,18,265,4,0,8
San Benito,20/09/2020,4,0,4,25,1,0,1
Trinity,05/07/2021,0,0,0,25,0,0,0
Calaveras,09/09/2020,2,3,5,33,2,1,4
Lake,08/06/2020,0,0,0,110,0,0,4
El Dorado,07/07/2020,2,1,3,235,2,1,9
Plumas,30/10/2020,0,0,0,35,0,0,0
San Mateo,23/10/2020,22,10,32,714,5,1,22
Tehama,03/01/2021,22,0,22,59,1,0,0
Solano,21/07/2021,36,5,41,597,6,1,15
Solano,26/05/2020,19,16,35,707,9,2,45
Alameda,07/03/2021,114,27,141,2434,33,2,112
Mariposa,26/05/2020,0,2,2,30,0,0,
Sonoma,19/03/2021,17,2,19,690,8,0,16
Lake,21/05/2021,2,1,3,64,1,1,2
Napa,17/12/2020,22,2,24,249,7,2,5
San Joaquin,01/07/2021,24,7,31,931,7,0,14
Mono,25/01/2021,0,0,0,17,0,0,1
Lake,05/07/2021,2,0,2,64,1,0,0
Inyo,18/06/2021,0,0,0,29,0,0,2
Solano,13/03/2021,25,7,32,567,4,1,21
Humboldt,16/03/2021,5,2,7,272,3,0,9
Riverside,19/05/2021,59,17,76,3246,11,1,108
Madera,04/01/2021,53,9,62,288,11,0,2
Tuolumne,30/05/2020,0,0,0,151,0,0,4
Riverside,12/09/2021,541,35,576,3403,139,3,61
Santa Barbara,30/01/2021,179,7,186,603,48,2,14
Mono,09/02/2021,0,0,0,17,0,0,2
Tulare,12/01/2021,206,9,215,677,26,2,6
Stanislaus,02/05/2021,116,17,133,1296,20,2,32
San Francisco,05/08/2021,99,4,103,2170,31,1,83
Mariposa,07/07/2020,0,0,0,30,0,0,
Riverside,27/06/2021,42,24,66,3229,13,2,106
Yuba,10/03/2021,12,1,13,261,4,0,1
Imperial,10/05/2020,63,1,64,336,17,0,9
Humboldt,20/07/2020,0,1,1,352,0,1,4
Sacramento,21/11/2020,255,22,277,2563,52,4,83
San Mateo,30/03/2020,56,40,,,18,11,47
Sutter,28/04/2021,0,0,0,14,0,0,0
Alameda,10/07/2021,64,27,91,2473,19,0,105
San Francisco,24/06/2021,17,6,23,2152,4,1,111
Tehama,27/10/2020,6,1,7,59,2,0,2
Modoc,01/02/2021,1,0,1,12,0,0,0
Glenn,16/10/2020,0,0,0,47,0,0,0
Santa Clara,25/07/2021,95,10,105,2974,15,0,89
Trinity,24/03/2021,0,0,0,25,0,0,0
Santa Barbara,16/09/2021,46,1,47,614,13,1,28
Solano,10/05/2021,23,6,29,561,4,1,21
Fresno,29/04/2020,38,48,86,2007,16,8,91
Santa Cruz,13/03/2021,9,0,9,372,3,0,7
Lassen,05/05/2020,0,0,0,25,0,0,
San Mateo,28/07/2020,64,10,74,668,16,0,19
Sonoma,25/05/2020,5,22,27,871,3,6,46
Siskiyou,30/09/2020,0,0,0,56,0,0,8
Inyo,24/01/2021,6,0,6,29,0,0,2
Inyo,13/04/2021,0,0,0,29,0,0,1
Glenn,17/01/2021,5,3,8,47,0,0,0
El Dorado,18/09/2021,18,0,18,190,6,0,3
Fresno,10/04/2020,27,41,,,11,9,57
Glenn,25/04/2020,0,0,0,,0,0,
Yuba,04/05/2021,12,0,12,261,1,0,4
Modoc,08/06/2020,0,0,0,41,0,0,
Ventura,06/03/2021,106,11,117,1173,31,0,51
San Diego,09/03/2021,334,31,365,6467,100,6,271
Modoc,05/04/2020,0,0,,,0,0,
El Dorado,01/02/2021,11,0,11,190,3,0,7
Madera,05/10/2020,8,6,14,263,1,0,25
San Francisco,12/09/2021,76,6,82,2151,20,2,88
Imperial,22/06/2021,5,0,5,236,1,0,11
Tehama,01/08/2021,2,0,2,59,2,0,3
Placer,05/12/2020,147,23,170,755,25,3,21
Calaveras,15/09/2020,1,1,2,33,1,1,6
Mono,01/05/2020,0,0,0,17,0,0,1
Amador,19/05/2021,3,0,3,53,1,0,2
Imperial,25/05/2021,8,0,8,236,1,0,9
Butte,01/02/2021,37,0,37,451,8,0,11
Tulare,18/08/2020,59,4,63,682,12,0,17
Imperial,03/02/2021,61,1,62,234,27,0,1
El Dorado,31/05/2021,3,0,3,190,1,0,3
Tuolumne,19/09/2021,21,0,21,72,2,0,3
Tulare,28/03/2021,29,3,32,653,6,1,23
Fresno,26/05/2020,69,29,98,2141,20,2,96
Solano,09/08/2020,42,15,57,546,19,2,4
San Luis Obispo,20/12/2020,39,0,39,460,8,0,25
Santa Barbara,08/07/2020,75,11,86,763,23,1,52
Tehama,03/10/2021,23,0,23,60,6,0,1
Mendocino,11/06/2020,0,0,0,180,0,0,3
Monterey,02/05/2021,9,0,9,720,2,0,29
Lassen,27/04/2020,0,0,0,25,0,0,
Butte,09/09/2021,102,0,102,466,16,0,2
Monterey,14/05/2021,9,0,9,716,1,0,32
Madera,02/02/2021,39,4,43,267,14,0,0
Fresno,26/07/2020,302,62,364,1491,52,5,22
Nevada,07/02/2021,9,2,11,129,1,0,6
Yuba,24/09/2020,12,0,12,265,2,0,12
Santa Barbara,25/11/2020,32,1,33,688,8,0,44
Napa,07/01/2021,32,0,32,248,17,0,0
Riverside,21/03/2021,145,19,164,3243,31,3,97
Calaveras,31/08/2020,2,1,3,33,2,0,4
Solano,19/04/2021,31,10,41,561,6,0,10
Mariposa,12/01/2021,0,0,0,15,0,0,0
Tulare,13/01/2021,200,11,211,677,26,4,8
Imperial,12/04/2021,14,0,14,234,6,0,5
San Francisco,18/07/2020,91,16,107,2647,29,2,107
Imperial,01/12/2020,73,0,73,265,16,0,0
Siskiyou,18/05/2021,3,1,4,56,1,0,3
Calaveras,02/03/2021,0,0,0,33,0,0,8
San Benito,26/08/2021,8,0,8,25,3,0,1
Modoc,10/04/2021,0,0,0,12,0,0,0
Mono,09/12/2020,1,0,1,17,0,0,2
Tulare,29/03/2021,27,9,36,647,4,1,28
Tehama,01/04/2021,3,0,3,59,1,0,1
Amador,27/08/2021,13,2,15,53,6,0,0
Orange,15/07/2020,711,102,813,7428,245,11,378
Sacramento,01/07/2021,61,20,81,2572,15,1,77
Napa,17/07/2020,5,0,5,387,3,0,4
Imperial,24/01/2021,93,1,94,234,44,0,4
Glenn,19/06/2021,0,0,0,47,0,0,0
Fresno,20/07/2020,283,53,336,781,52,6,46
Inyo,16/07/2021,0,0,0,29,0,0,2
San Bernardino,16/09/2021,464,22,486,3725,139,3,120
Calaveras,08/08/2021,2,0,2,33,0,0,4
Solano,20/10/2020,26,18,44,545,4,1,12
El Dorado,11/11/2020,5,1,6,189,5,1,8
San Bernardino,01/10/2021,305,19,324,3652,103,1,136
Santa Clara,30/11/2020,291,17,308,3049,83,2,50
Sonoma,21/01/2021,95,5,100,645,21,1,18
Marin,24/02/2021,14,3,17,317,4,0,16
Kings,11/07/2020,65,0,65,199,6,0,2
Santa Clara,04/11/2020,100,18,118,3036,26,0,81
Los Angeles,27/09/2020,714,356,1070,19933,205,61,998
Butte,17/10/2020,2,0,2,451,2,0,12
Modoc,09/04/2020,0,0,,,0,0,
Santa Clara,01/01/2021,682,21,703,3108,158,4,35
Amador,21/07/2021,3,0,3,53,2,0,2
Placer,01/08/2021,107,18,125,782,23,3,12
Inyo,31/12/2020,7,0,7,29,1,0,3
Napa,29/01/2021,18,0,18,203,5,0,3
Marin,07/07/2021,6,4,10,324,3,1,14
Modoc,01/10/2020,0,0,0,41,0,0,0
San Francisco,19/06/2021,16,5,21,2148,4,0,98
Modoc,21/04/2020,0,1,1,20,0,0,
San Diego,31/08/2020,233,73,306,6632,84,11,307
San Mateo,16/05/2021,15,5,20,680,3,1,25
Monterey,30/10/2020,25,0,25,717,10,0,20
San Diego,25/06/2020,368,57,425,6148,154,14,294
Tuolumne,17/09/2020,1,0,1,84,0,0,2
Napa,08/08/2020,6,0,6,359,2,0,19
Santa Barbara,10/12/2020,73,3,76,688,17,0,37
Orange,08/07/2021,88,6,94,5891,15,0,166
Lake,21/11/2020,1,0,1,77,1,0,2
Orange,16/03/2021,199,28,227,5746,54,8,255
Sutter,17/04/2020,0,0,,,,,
Los Angeles,19/08/2020,1347,551,1898,19790,428,53,852
Lake,16/08/2021,22,0,22,64,5,0,2
San Benito,13/07/2021,0,0,0,25,0,0,2
San Bernardino,02/04/2020,126,185,,,50,45,37
Stanislaus,16/12/2020,334,20,354,1307,56,4,12
Calaveras,23/06/2020,0,1,1,50,0,0,12
Los Angeles,24/05/2021,320,58,378,19009,68,5,703
San Bernardino,17/07/2020,625,55,680,4766,174,7,149
Lassen,22/05/2021,0,0,0,25,0,0,0
Tulare,01/12/2020,92,11,103,683,11,1,21
Marin,22/04/2021,4,2,6,333,1,0,19
Kern,31/10/2020,51,6,57,1287,23,0,59
Tuolumne,14/09/2020,1,0,1,84,0,0,2
Nevada,29/09/2020,3,0,3,134,1,0,4
Santa Barbara,15/09/2021,49,1,50,614,15,1,22
Alameda,07/09/2020,148,57,205,2371,38,5,113
Solano,20/03/2021,27,6,33,577,6,1,12
Lake,21/04/2021,0,0,0,65,0,0,6
Kings,15/11/2020,28,1,29,193,4,0,13
Sonoma,20/04/2021,13,0,13,636,7,0,23
Yuba,19/11/2020,22,0,22,265,5,0,6
Butte,15/08/2020,20,0,20,451,10,0,5
Plumas,25/11/2020,1,0,1,35,0,0,0
San Benito,14/08/2021,1,0,1,25,1,0,1
Madera,14/08/2020,30,17,47,274,6,3,5
Imperial,15/06/2020,79,3,82,237,19,0,2
Imperial,05/05/2021,13,0,13,236,7,0,7
Calaveras,14/04/2021,0,0,0,33,0,0,6
Alameda,26/04/2021,79,30,109,2431,20,5,103
San Diego,28/06/2020,373,85,458,5865,160,18,314
Trinity,12/02/2021,0,0,0,25,0,0,0
Sacramento,20/04/2020,69,32,,,33,8,62
Nevada,22/03/2021,4,0,4,137,1,0,2
Kern,24/09/2021,277,3,280,1231,74,0,19
Kings,02/03/2021,34,1,35,128,4,0,4
Sutter,05/07/2020,0,0,0,14,0,0,
Nevada,07/08/2021,19,1,20,142,3,0,0
Kern,22/09/2020,69,1,70,1321,21,0,59
Modoc,22/08/2020,0,0,0,41,0,0,0
Imperial,23/04/2021,15,0,15,236,6,0,2
Kern,18/07/2020,253,24,277,1822,66,2,67
Mariposa,10/06/2021,0,0,0,14,0,0,0
Sonoma,20/06/2020,5,0,5,871,3,0,92
San Francisco,15/08/2020,94,24,118,1782,40,5,51
Solano,16/06/2020,17,8,25,707,5,2,45
Madera,03/09/2021,31,8,39,278,9,0,3
Inyo,19/05/2020,0,0,0,42,0,0,4
Del Norte,08/10/2020,0,0,0,51,0,0,2
Siskiyou,04/12/2020,12,0,12,56,3,0,6
Solano,17/11/2020,48,11,59,579,14,2,5
San Mateo,06/09/2020,30,16,46,677,11,6,23
Stanislaus,18/10/2020,61,12,73,1298,15,2,20
Calaveras,17/07/2020,0,0,0,50,0,0,10
Nevada,03/05/2021,3,0,3,120,1,0,3
Tuolumne,27/03/2021,1,0,1,84,0,0,1
Orange,07/06/2020,322,77,399,6973,148,18,398
Sutter,01/05/2020,0,0,0,,0,0,
San Francisco,03/08/2021,94,3,97,2147,32,0,96
Mendocino,21/08/2021,28,0,28,86,10,0,1
Lake,10/12/2020,4,0,4,77,2,0,1
San Bernardino,15/10/2020,186,53,239,3836,45,5,159
Stanislaus,05/01/2021,361,8,369,1296,68,1,11
Tehama,12/01/2021,12,0,12,59,4,0,0
Sutter,28/03/2021,0,0,0,14,0,0,0
Placer,06/08/2020,63,36,99,740,10,1,31
Tehama,03/10/2020,4,0,4,59,0,0,1
Ventura,08/07/2021,25,5,30,1146,5,2,46
Siskiyou,10/05/2021,7,0,7,56,0,0,6
Tulare,07/12/2020,126,9,135,638,16,1,15
Riverside,17/04/2020,215,144,,,69,23,119
Napa,11/07/2021,5,0,5,199,3,0,3
Humboldt,20/06/2020,0,1,1,352,0,1,4
Sutter,15/02/2021,0,0,0,14,0,0,0
Madera,13/08/2021,19,7,26,279,4,1,5
Riverside,24/05/2020,188,80,268,3944,60,18,150
Trinity,17/09/2021,0,0,0,25,0,0,0
Sacramento,08/02/2021,239,12,251,2570,71,4,77
Stanislaus,13/09/2021,287,8,295,1375,66,1,11
Del Norte,07/03/2021,1,0,1,52,1,0,2
Santa Barbara,31/03/2020,19,29,,,14,7,48
Tulare,13/08/2021,89,6,95,669,11,0,14
Kings,25/02/2021,39,0,39,131,7,0,7
Monterey,15/02/2021,72,0,72,720,9,0,16
San Luis Obispo,05/06/2020,3,3,6,483,2,0,27
Trinity,25/01/2021,0,0,0,25,0,0,0
Glenn,12/05/2021,0,0,0,47,0,0,0
Orange,30/10/2020,188,36,224,5849,58,5,174
Del Norte,27/08/2021,12,0,12,43,4,0,1
Solano,17/08/2021,140,15,155,618,20,2,2
Solano,13/07/2020,48,7,55,707,12,1,37
Mendocino,22/05/2021,5,0,5,119,3,0,9
Modoc,21/04/2021,0,0,0,12,0,0,0
Mariposa,22/12/2020,0,0,0,19,0,0,0
Mono,07/08/2020,1,0,1,17,1,0,1
Imperial,11/02/2021,32,3,35,234,20,1,2
Napa,12/04/2020,0,0,,,0,0,6
Los Angeles,03/08/2020,1768,541,2309,19242,537,68,915
Mariposa,09/11/2020,1,0,1,19,0,0,0
San Joaquin,21/02/2021,125,23,148,896,41,5,16
San Luis Obispo,21/04/2020,1,5,6,303,1,3,25
Glenn,22/09/2021,3,0,3,47,0,0,0
Sutter,07/06/2021,0,0,0,14,0,0,0
Alameda,17/04/2020,85,91,,,35,18,55
Placer,09/07/2021,25,9,34,793,8,0,19
Alameda,27/05/2021,47,21,68,2520,11,4,112
Yolo,22/06/2021,0,0,0,130,0,0,4
Santa Clara,13/02/2021,302,20,322,3076,81,4,54
Madera,05/04/2020,0,1,,,0,0,8
Santa Cruz,11/04/2020,4,14,,,3,6,6
Sutter,31/03/2021,0,0,0,14,0,0,0
San Benito,29/07/2021,2,0,2,25,0,0,1
Merced,06/05/2021,12,0,12,271,3,0,5
Riverside,03/03/2021,303,43,346,3264,68,3,55
Del Norte,21/04/2020,0,1,1,,0,0,3
Kern,10/08/2020,202,24,226,1280,71,2,35
Sutter,16/07/2020,0,0,0,14,0,0,
El Dorado,04/04/2021,0,0,0,190,0,0,5
Marin,14/05/2021,5,2,7,335,1,0,10
Mariposa,12/06/2020,0,0,0,30,0,0,
Butte,24/07/2020,28,1,29,452,10,0,9
Mono,23/04/2020,0,0,0,17,0,0,2
Marin,25/03/2021,10,1,11,320,4,0,10
Santa Cruz,08/02/2021,40,0,40,373,10,0,11
Napa,06/05/2020,1,1,2,387,1,0,6
San Luis Obispo,17/02/2021,24,3,27,460,5,0,21
Glenn,01/04/2021,7,0,7,47,0,0,0
Contra Costa,03/02/2021,165,15,180,1306,42,4,47
San Diego,27/10/2020,182,59,241,6997,67,13,286
Los Angeles,21/04/2021,451,96,547,19181,109,11,642
San Benito,02/09/2020,2,0,2,25,2,0,1
Ventura,25/03/2021,41,4,45,1171,12,1,34
Stanislaus,16/08/2020,188,63,251,1306,60,5,15
Madera,29/03/2020,1,6,,,1,1,8
Humboldt,14/05/2021,7,2,9,274,2,0,7
Ventura,29/07/2020,78,35,113,1297,25,5,43
Fresno,25/08/2020,230,26,256,1593,53,1,16
Modoc,04/04/2021,0,0,0,12,0,0,0
San Francisco,20/03/2021,43,4,47,2154,14,1,73
Sutter,30/03/2021,0,0,0,14,0,0,0
Merced,17/07/2020,33,0,33,242,6,0,3
Stanislaus,25/06/2020,93,21,114,1374,34,1,94
Glenn,30/12/2020,14,0,14,47,0,0,0
Solano,25/02/2021,46,16,62,581,13,1,7
Calaveras,09/06/2021,0,0,0,33,0,0,5
Riverside,02/04/2021,108,31,139,3234,27,5,88
Stanislaus,23/04/2021,120,9,129,1296,16,1,22
Butte,21/08/2021,66,1,67,461,9,0,6
San Luis Obispo,19/11/2020,9,1,10,460,1,0,23
Mendocino,03/05/2021,0,0,0,119,0,0,7
Lassen,18/11/2020,1,0,1,25,0,0,0
Santa Clara,20/09/2021,157,33,190,3010,42,3,70
Tulare,07/06/2020,28,0,28,729,8,0,4
Riverside,25/09/2020,129,67,196,3395,36,9,106
Solano,17/04/2020,10,11,,,5,1,36
Contra Costa,26/11/2020,90,9,99,1530,19,4,51
Calaveras,19/07/2021,0,0,0,33,0,0,5
San Mateo,20/08/2021,54,9,63,707,18,1,17
Lassen,16/04/2021,0,0,0,25,0,0,0
Calaveras,31/05/2020,1,0,1,50,1,0,9
Butte,28/07/2020,26,2,28,451,11,1,6
Modoc,14/03/2021,0,0,0,12,0,0,0
San Benito,27/05/2021,1,0,1,25,0,0,1
Riverside,10/08/2020,358,92,450,3318,112,8,110
Imperial,01/04/2020,4,15,,,3,4,7
Shasta,26/12/2020,47,1,48,567,8,0,11
Inyo,27/05/2021,0,0,0,29,0,0,2
Tehama,29/05/2020,0,0,0,106,0,0,1
Santa Barbara,27/09/2020,21,1,22,666,5,0,55
Riverside,26/12/2020,1382,89,1471,3468,277,1,31
Lake,06/08/2020,1,1,2,65,0,1,1
Nevada,29/01/2021,13,0,13,125,2,0,2
Yolo,08/03/2021,7,1,8,125,2,0,1
Mariposa,17/10/2020,0,0,0,19,0,0,0
Kings,06/04/2021,8,0,8,117,2,0,4
San Mateo,22/12/2020,145,11,156,746,34,0,29
Mono,28/12/2020,0,0,0,17,0,0,2
Imperial,31/05/2020,73,7,80,217,22,0,6
Shasta,01/12/2020,53,0,53,561,9,0,2
Merced,08/05/2021,11,0,11,272,1,0,9
Orange,09/07/2021,90,3,93,5832,21,1,157
Calaveras,01/09/2021,6,0,6,33,1,0,5
Trinity,27/08/2020,0,0,0,25,0,0,0
Santa Cruz,14/06/2020,3,6,9,397,0,0,12
San Luis Obispo,13/05/2020,3,7,10,526,2,1,24
Placer,17/04/2020,12,17,,,1,2,16
Shasta,01/04/2020,1,4,,,0,1,13
Tuolumne,19/08/2021,23,0,23,72,5,0,0
San Mateo,22/05/2020,40,12,52,1096,14,0,40
Glenn,25/02/2021,0,0,0,47,0,0,0
Marin,30/03/2020,10,9,,,4,2,16
Plumas,01/10/2021,0,0,0,35,0,0,0
Modoc,25/04/2021,0,0,0,12,0,0,0
Marin,13/04/2021,3,1,4,306,2,1,13
Madera,23/03/2021,11,4,15,278,2,0,11
Butte,09/04/2020,1,14,,,1,4,5
San Mateo,19/07/2020,68,12,80,1058,18,1,52
Santa Clara,29/11/2020,289,14,303,3063,80,2,58
San Diego,19/08/2020,232,48,280,6742,91,13,283
Sonoma,18/08/2020,43,5,48,514,11,1,5
Orange,04/10/2020,168,42,210,5897,53,7,234
Napa,05/06/2021,3,0,3,210,2,0,2
Imperial,23/02/2021,27,0,27,234,10,0,5
Yolo,19/04/2021,2,0,2,125,1,0,3
Sonoma,20/10/2020,19,1,20,532,4,0,6
Tehama,06/05/2020,0,0,0,106,0,0,4
Inyo,04/04/2020,8,106,,,1,1,2
Del Norte,08/04/2021,2,0,2,52,2,0,2
Imperial,04/11/2020,50,0,50,259,15,0,1
Kern,26/03/2021,66,2,68,1116,14,0,38
Tehama,09/03/2021,3,0,3,59,1,0,3
San Joaquin,03/01/2021,298,5,303,886,88,1,23
Madera,12/04/2021,3,1,4,278,0,0,7
Solano,07/02/2021,92,8,100,583,31,0,16
Tuolumne,17/12/2020,6,0,6,84,0,0,4
Plumas,30/07/2021,0,0,0,35,0,0,0
Tulare,05/06/2021,9,2,11,653,1,1,22
Yolo,11/09/2021,17,0,17,129,10,0,2
Yuba,25/05/2020,1,0,1,445,0,0,11
Trinity,14/05/2020,0,0,0,54,0,0,
Yuba,08/02/2021,36,2,38,261,11,0,5
Kings,16/08/2020,45,0,45,193,7,0,9
Los Angeles,07/05/2021,400,85,485,19207,87,8,630
Yuba,21/08/2020,26,0,26,265,6,0,9
Santa Clara,14/04/2020,144,47,,,66,5,104
Sutter,24/10/2020,0,0,0,14,0,0,0
Santa Barbara,20/11/2020,21,3,24,688,6,1,45
Merced,02/11/2020,8,0,8,271,2,0,14
Santa Clara,10/09/2020,114,18,132,3067,39,3,89
Contra Costa,25/01/2021,224,17,241,1302,57,4,25
Alameda,08/07/2021,69,24,93,2450,18,3,117
Trinity,21/02/2021,0,0,0,25,0,0,0
Contra Costa,26/08/2020,88,21,109,1483,34,1,57
Marin,21/10/2020,5,5,10,360,2,0,12
Lake,17/10/2020,1,0,1,65,1,0,2
Santa Clara,28/11/2020,263,18,281,3034,73,2,63
San Diego,15/06/2020,294,66,360,6129,120,13,356
Nevada,28/09/2020,2,0,2,134,0,0,4
San Joaquin,06/07/2021,37,6,43,909,10,0,11
Lake,26/01/2021,9,0,9,49,5,0,2
Kings,24/01/2021,96,0,96,133,11,0,0
Tehama,15/04/2021,1,0,1,59,1,0,5
Monterey,25/08/2021,42,0,42,716,10,0,18
Sonoma,21/04/2020,2,17,19,575,0,6,28
San Francisco,16/03/2021,44,5,49,2149,14,0,87
Tuolumne,05/05/2021,0,0,0,84,0,0,3
Napa,01/01/2021,30,0,30,252,16,0,4
El Dorado,01/04/2020,14,8,,,1,3,9
Tulare,26/04/2020,26,0,26,882,8,0,21
Alameda,04/09/2020,142,35,177,2391,44,3,100
Mariposa,06/05/2020,0,1,1,30,0,0,
Santa Barbara,16/07/2021,13,0,13,603,4,0,31
Del Norte,29/09/2021,5,0,5,47,3,0,0
Santa Clara,14/06/2020,38,16,54,3423,12,3,204
Glenn,11/07/2021,0,0,0,47,0,0,0
Imperial,12/05/2020,60,3,63,330,18,1,8
Modoc,21/10/2020,0,0,0,41,0,0,0
Riverside,22/07/2021,166,14,180,3352,32,0,106
Tehama,24/04/2020,0,1,1,106,0,1,4
Riverside,23/12/2020,1327,86,1413,3526,255,6,25
Placer,14/09/2020,31,20,51,738,9,2,31
